ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, ACC_X 2, ACC_Y 2, ACC_Z 2, Time[ms]
-0.0459,-0.008789,-0.989776,-0.357921,0.930692,0.218268,0.132817,-0.032228,-1.036164,  --- 80.360878
-0.0459,-0.008789,-0.989776,-0.357921,0.930692,0.218268,0.132817,-0.032228,-1.036164,  --- 81.361099
-0.052736,-0.010254,-0.985381,-0.349132,0.9429,0.207037,0.133305,-0.023927,-1.043,  --- 82.361336
-0.060549,-0.013184,-0.986358,-0.357921,0.919461,0.220221,0.146977,-0.030274,-1.037629,  --- 83.658218
-0.060549,-0.013184,-0.986358,-0.357921,0.919461,0.220221,0.146977,-0.030274,-1.037629,  --- 84.658386
-0.058107,0,-0.984893,-0.354015,0.93997,0.220221,0.136723,-0.030763,-1.021027,  --- 85.658546
-0.058107,0,-0.984893,-0.354015,0.93997,0.220221,0.136723,-0.030763,-1.021027,  --- 86.658813
-0.049318,-0.00293,-0.992706,-0.36378,0.922391,0.217292,0.127445,-0.006348,-1.016144,  --- 87.658936
-0.049318,-0.00293,-0.992706,-0.36378,0.922391,0.217292,0.127445,-0.006348,-1.016144,  --- 88.659378
-0.055666,-0.00586,-0.970732,-0.353526,0.940458,0.216803,0.137211,-0.033204,-1.033723,  --- 89.659561
-0.055666,-0.00586,-0.970732,-0.353526,0.940458,0.216803,0.137211,-0.033204,-1.033723,  --- 90.659782
-0.050783,-0.006836,-0.971221,-0.354015,0.930692,0.217292,0.141118,-0.025391,-1.027375,  --- 91.659935
-0.050783,-0.006836,-0.971221,-0.354015,0.930692,0.217292,0.141118,-0.025391,-1.027375,  --- 92.660080
-0.052736,-0.011719,-0.968291,-0.348643,0.943388,0.216803,0.139653,-0.021485,-1.032746,  --- 93.660301
-0.059084,-0.00586,-0.972197,-0.351085,0.923368,0.208502,0.138188,-0.019532,-1.050325,  --- 94.900360
-0.059084,-0.00586,-0.972197,-0.351085,0.923368,0.208502,0.138188,-0.019532,-1.050325,  --- 95.900520
-0.056642,-0.011719,-0.994659,-0.354503,0.931669,0.212897,0.142582,-0.029298,-1.035187,  --- 96.903198
-0.056642,-0.011719,-0.994659,-0.354503,0.931669,0.212897,0.142582,-0.029298,-1.035187,  --- 97.903465
-0.062014,-0.004395,-0.983428,-0.346202,0.944364,0.190435,0.13477,-0.016114,-1.027375,  --- 98.906319
-0.062014,-0.004395,-0.983428,-0.346202,0.944364,0.190435,0.13477,-0.016114,-1.027375,  --- 99.906639
-0.047853,-0.000977,-0.987334,-0.355968,0.91702,0.207037,0.140629,-0.021485,-1.038606,  --- 100.906944
-0.047853,-0.000977,-0.987334,-0.355968,0.91702,0.207037,0.140629,-0.021485,-1.038606,  --- 101.907127
-0.051759,-0.015137,-0.972197,-0.360362,0.943388,0.19776,0.142094,-0.013184,-1.032258,  --- 102.907265
-0.051759,-0.015137,-0.972197,-0.360362,0.943388,0.19776,0.142094,-0.013184,-1.032258,  --- 103.907494
-0.041505,-0.010743,-0.97415,-0.35255,0.918485,0.215827,0.146,-0.03711,-1.039094,  --- 104.907814
-0.041505,-0.010743,-0.97415,-0.35255,0.918485,0.215827,0.146,-0.03711,-1.039094,  --- 106.152763
-0.042482,-0.003906,-0.959502,-0.354015,0.9429,0.194342,0.136235,-0.030763,-1.019074,  --- 107.152901
-0.049806,-0.011719,-0.993682,-0.349132,0.913602,0.199713,0.14893,-0.016602,-1.035187,  --- 108.168228
-0.049806,-0.011719,-0.993682,-0.349132,0.913602,0.199713,0.14893,-0.016602,-1.035187,  --- 109.168358
-0.046876,-0.013184,-0.988311,-0.348155,0.940946,0.207526,0.140141,-0.027833,-1.033723,  --- 110.168526
-0.046876,-0.013184,-0.988311,-0.348155,0.940946,0.207526,0.140141,-0.027833,-1.033723,  --- 111.174393
-0.051759,-0.003418,-0.989776,-0.358898,0.917508,0.21485,0.125004,-0.030274,-1.031281,  --- 112.174660
-0.051759,-0.003418,-0.989776,-0.358898,0.917508,0.21485,0.125004,-0.030274,-1.031281,  --- 113.174789
-0.059084,-0.010254,-0.994659,-0.352061,0.941923,0.226569,0.140629,-0.00586,-1.044953,  --- 114.174927
-0.059084,-0.010254,-0.994659,-0.352061,0.941923,0.226569,0.140629,-0.00586,-1.044953,  --- 115.175087
-0.06299,-0.005371,-0.978057,-0.364757,0.935087,0.206549,0.142094,-0.024903,-1.023957,  --- 116.175316
-0.06299,-0.005371,-0.978057,-0.364757,0.935087,0.206549,0.142094,-0.024903,-1.023957,  --- 117.379967
-0.049806,-0.00586,-0.990753,-0.34376,0.944364,0.21485,0.132817,-0.028321,-1.043977,  --- 118.380150
-0.049806,-0.00586,-0.990753,-0.34376,0.944364,0.21485,0.132817,-0.028321,-1.043977,  --- 119.388428
-0.046388,0.000488,-0.992706,-0.359386,0.93997,0.206061,0.12598,-0.028321,-1.038117,  --- 120.388634
-0.054689,-0.012207,-1.003448,-0.354991,0.938017,0.199713,0.142094,-0.03711,-1.035676,  --- 121.388840
-0.054689,-0.012207,-1.003448,-0.354991,0.938017,0.199713,0.142094,-0.03711,-1.035676,  --- 122.389000
-0.056642,-0.001465,-0.998077,-0.354503,0.941923,0.205084,0.131352,-0.025391,-1.036164,  --- 123.389130
-0.056642,-0.001465,-0.998077,-0.354503,0.941923,0.205084,0.131352,-0.025391,-1.036164,  --- 124.389366
-0.051271,-0.001953,-0.984405,-0.355479,0.940458,0.207037,0.143559,-0.029298,-1.035187,  --- 125.389656
-0.051271,-0.001953,-0.984405,-0.355479,0.940458,0.207037,0.143559,-0.029298,-1.035187,  --- 126.389801
-0.056642,-0.012207,-0.988311,-0.361339,0.945829,0.209479,0.144536,-0.026856,-1.029328,  --- 127.389954
-0.056642,-0.012207,-0.988311,-0.361339,0.945829,0.209479,0.144536,-0.026856,-1.029328,  --- 128.390244
-0.059084,-0.010254,-0.996612,-0.361339,0.925321,0.210456,0.144536,-0.032228,-1.027863,  --- 129.390366
-0.059084,-0.010254,-0.996612,-0.361339,0.925321,0.210456,0.144536,-0.032228,-1.027863,  --- 130.676712
-0.051271,-0.005371,-0.988311,-0.348155,0.949247,0.205084,0.149419,-0.022462,-1.053254,  --- 131.676849
-0.046876,-0.014649,-0.993682,-0.360851,0.93118,0.215339,0.146489,-0.017579,-1.022004,  --- 132.677032
-0.046876,-0.014649,-0.993682,-0.360851,0.93118,0.215339,0.146489,-0.017579,-1.022004,  --- 133.677216
-0.054689,-0.009278,-0.98294,-0.354015,0.942411,0.192389,0.129887,-0.026856,-1.034211,  --- 134.677811
-0.054689,-0.009278,-0.98294,-0.354015,0.942411,0.192389,0.129887,-0.026856,-1.034211,  --- 135.683350
-0.047365,-0.011719,-0.978057,-0.357921,0.925321,0.215827,0.138676,-0.025391,-1.040559,  --- 136.683670
-0.047365,-0.011719,-0.978057,-0.357921,0.925321,0.215827,0.138676,-0.025391,-1.040559,  --- 137.683853
-0.058596,0.003906,-0.983916,-0.351573,0.939481,0.22071,0.142094,-0.035157,-1.037629,  --- 138.684036
-0.058596,0.003906,-0.983916,-0.351573,0.939481,0.22071,0.142094,-0.035157,-1.037629,  --- 139.684235
-0.044923,-0.003906,-0.98294,-0.363292,0.924833,0.21192,0.141606,-0.029786,-1.048371,  --- 140.684509
-0.044923,-0.003906,-0.98294,-0.363292,0.924833,0.21192,0.141606,-0.029786,-1.048371,  --- 141.948471
-0.045412,-0.008301,-0.977569,-0.350108,0.93118,0.19776,0.145512,-0.029298,-1.029816,  --- 142.948608
-0.054201,-0.020508,-0.978545,-0.353038,0.920926,0.206549,0.131352,-0.019044,-1.010284,  --- 143.948807
-0.054201,-0.020508,-0.978545,-0.353038,0.920926,0.206549,0.131352,-0.019044,-1.010284,  --- 144.949036
-0.042482,-0.003418,-0.983916,-0.345225,0.93118,0.198736,0.137211,-0.024415,-1.032258,  --- 145.949234
-0.042482,-0.003418,-0.983916,-0.345225,0.93118,0.198736,0.137211,-0.024415,-1.032258,  --- 146.949417
-0.049318,-0.011231,-0.994171,-0.354015,0.93704,0.203131,0.141606,-0.018067,-1.043,  --- 147.949615
-0.049318,-0.011231,-0.994171,-0.354015,0.93704,0.203131,0.141606,-0.018067,-1.043,  --- 148.949875
-0.055666,-0.004883,-0.998565,-0.357433,0.928739,0.208502,0.144536,-0.02002,-1.014679,  --- 149.950211
-0.055666,-0.004883,-0.998565,-0.357433,0.928739,0.208502,0.144536,-0.02002,-1.014679,  --- 150.950363
-0.055177,-0.014161,-0.994171,-0.345714,0.940458,0.212409,0.143559,-0.02588,-1.020539,  --- 151.950653
-0.055177,-0.014161,-0.994171,-0.345714,0.940458,0.212409,0.143559,-0.02588,-1.020539,  --- 153.235260
-0.050783,-0.013184,-0.999542,-0.356944,0.933134,0.222175,0.138676,-0.014649,-1.028351,  --- 154.235458
-0.056642,-0.002441,-0.984893,-0.355479,0.932645,0.204108,0.129398,-0.022462,-1.021515,  --- 155.235611
-0.056642,-0.002441,-0.984893,-0.355479,0.932645,0.204108,0.129398,-0.022462,-1.021515,  --- 156.235794
-0.053224,-0.009766,-0.970732,-0.351085,0.926786,0.209967,0.135746,-0.02002,-1.033234,  --- 157.235992
-0.053224,-0.009766,-0.970732,-0.351085,0.926786,0.209967,0.135746,-0.02002,-1.033234,  --- 158.236160
-0.060549,-0.007813,-0.97708,-0.347667,0.928251,0.200201,0.133793,-0.019044,-1.037629,  --- 159.236313
-0.060549,-0.007813,-0.97708,-0.347667,0.928251,0.200201,0.133793,-0.019044,-1.037629,  --- 160.236481
-0.052736,-0.013184,-0.97415,-0.367687,0.940458,0.203131,0.134281,-0.030274,-1.019074,  --- 161.236649
-0.052736,-0.013184,-0.97415,-0.367687,0.940458,0.203131,0.134281,-0.030274,-1.019074,  --- 162.236816
-0.049318,-0.004883,-0.991729,-0.351573,0.933134,0.207526,0.145512,-0.02295,-1.039582,  --- 163.237045
-0.054201,-0.013672,-0.98001,-0.355968,0.939481,0.221198,0.133305,-0.020508,-1.021027,  --- 164.558701
-0.054201,-0.013672,-0.98001,-0.355968,0.939481,0.221198,0.133305,-0.020508,-1.021027,  --- 165.558884
-0.058107,-0.012696,-0.990753,-0.354015,0.934599,0.206549,0.146977,-0.026856,-1.017609,  --- 166.559250
-0.058107,-0.012696,-0.990753,-0.354015,0.934599,0.206549,0.146977,-0.026856,-1.017609,  --- 167.559418
-0.051271,-0.01709,-0.98001,-0.348643,0.93411,0.207526,0.141606,-0.020508,-1.01712,  --- 168.559586
-0.051271,-0.01709,-0.98001,-0.348643,0.93411,0.207526,0.141606,-0.020508,-1.01712,  --- 169.559769
-0.052736,-0.007813,-0.965361,-0.358409,0.929227,0.217292,0.134281,-0.016602,-1.041535,  --- 170.559891
-0.052736,-0.007813,-0.965361,-0.358409,0.929227,0.217292,0.134281,-0.016602,-1.041535,  --- 171.560043
-0.049806,-0.008301,-0.992706,-0.352061,0.938505,0.192877,0.136235,-0.023438,-1.050325,  --- 172.560226
-0.049806,-0.008301,-0.992706,-0.352061,0.938505,0.192877,0.136235,-0.023438,-1.050325,  --- 173.560379
-0.058596,-0.00293,-0.984893,-0.347667,0.926786,0.208991,0.150883,-0.032228,-1.041047,  --- 174.560516
-0.058596,-0.00293,-0.984893,-0.347667,0.926786,0.208991,0.150883,-0.032228,-1.041047,  --- 175.825729
-0.055177,-0.010743,-0.989288,-0.356456,0.935575,0.214362,0.139164,-0.029298,-1.035187,  --- 176.825928
-0.051759,-0.003906,-0.984405,-0.356456,0.929716,0.216315,0.147465,-0.012207,-1.028351,  --- 177.826080
-0.051759,-0.003906,-0.984405,-0.356456,0.929716,0.216315,0.147465,-0.012207,-1.028351,  --- 178.826233
-0.058596,-0.013672,-0.989288,-0.342295,0.941923,0.211432,0.129887,-0.023927,-1.01712,  --- 179.826370
-0.058596,-0.013672,-0.989288,-0.342295,0.941923,0.211432,0.129887,-0.023927,-1.01712,  --- 180.826569
-0.0459,-0.007813,-0.97415,-0.348155,0.930204,0.216315,0.133793,-0.017579,-1.032746,  --- 181.829605
-0.0459,-0.007813,-0.97415,-0.348155,0.930204,0.216315,0.133793,-0.017579,-1.032746,  --- 182.830231
-0.052248,-0.020997,-0.981963,-0.357921,0.933134,0.209967,0.137699,-0.020508,-1.043489,  --- 183.830688
-0.052248,-0.020997,-0.981963,-0.357921,0.933134,0.209967,0.137699,-0.020508,-1.043489,  --- 184.830902
-0.049318,-0.025391,-0.980987,-0.349132,0.949247,0.193853,0.141118,-0.024415,-1.036652,  --- 185.831070
-0.050294,-0.009278,-0.986846,-0.355479,0.915067,0.225593,0.138188,-0.028321,-1.035676,  --- 187.136871
-0.050294,-0.009278,-0.986846,-0.355479,0.915067,0.225593,0.138188,-0.028321,-1.035676,  --- 188.137054
-0.051271,-0.02002,-0.989288,-0.35255,0.941923,0.213385,0.12891,-0.028809,-1.026886,  --- 189.137207
-0.051271,-0.02002,-0.989288,-0.35255,0.941923,0.213385,0.12891,-0.028809,-1.026886,  --- 190.137360
-0.048341,-0.010254,-0.981475,-0.348643,0.933134,0.220221,0.133793,-0.018555,-1.042512,  --- 191.137482
-0.048341,-0.010254,-0.981475,-0.348643,0.933134,0.220221,0.133793,-0.018555,-1.042512,  --- 192.137665
-0.054689,-0.003906,-0.994171,-0.353526,0.93997,0.220221,0.139164,-0.026368,-1.035187,  --- 193.137802
-0.054689,-0.003906,-0.994171,-0.353526,0.93997,0.220221,0.139164,-0.026368,-1.035187,  --- 194.137924
-0.062502,-0.003906,-0.986358,-0.347667,0.928251,0.213385,0.125004,-0.029786,-1.035676,  --- 195.148895
-0.062502,-0.003906,-0.986358,-0.347667,0.928251,0.213385,0.125004,-0.029786,-1.035676,  --- 196.149185
-0.046876,-0.011719,-0.981963,-0.34376,0.943876,0.210456,0.146489,-0.032228,-1.028351,  --- 197.149368
-0.056642,-0.002441,-0.988799,-0.353526,0.939481,0.21485,0.139653,-0.014161,-1.044953,  --- 198.402481
-0.056642,-0.002441,-0.988799,-0.353526,0.939481,0.21485,0.139653,-0.014161,-1.044953,  --- 199.402649
-0.054201,-0.007324,-0.992217,-0.35255,0.933622,0.204596,0.132817,-0.031251,-1.030793,  --- 200.402878
-0.054201,-0.007324,-0.992217,-0.35255,0.933622,0.204596,0.132817,-0.031251,-1.030793,  --- 201.403015
-0.050294,-0.012207,-0.984893,-0.35255,0.93411,0.200201,0.138676,-0.021485,-1.02298,  --- 202.404221
-0.050294,-0.012207,-0.984893,-0.35255,0.93411,0.200201,0.138676,-0.021485,-1.02298,  --- 203.404510
-0.042482,-0.008789,-0.989776,-0.352061,0.943876,0.208991,0.134281,-0.023927,-1.034699,  --- 204.404694
-0.042482,-0.008789,-0.989776,-0.352061,0.943876,0.208991,0.134281,-0.023927,-1.034699,  --- 205.404846
-0.0459,-0.001465,-0.994171,-0.357433,0.934599,0.208502,0.129398,-0.024415,-1.041535,  --- 206.405075
-0.0459,-0.001465,-0.994171,-0.357433,0.934599,0.208502,0.129398,-0.024415,-1.041535,  --- 207.405243
-0.048341,-0.00586,-0.978545,-0.354015,0.9429,0.193365,0.138676,-0.02295,-1.023468,  --- 208.405411
-0.048341,-0.00586,-0.978545,-0.354015,0.9429,0.193365,0.138676,-0.02295,-1.023468,  --- 209.614838
-0.051271,-0.008301,-0.978057,-0.356456,0.933134,0.21485,0.13477,-0.023927,-1.027375,  --- 210.615005
-0.050783,-0.012696,-0.993682,-0.351085,0.929716,0.205573,0.129887,-0.027345,-1.033723,  --- 211.615250
-0.050783,-0.012696,-0.993682,-0.351085,0.929716,0.205573,0.129887,-0.027345,-1.033723,  --- 212.615494
-0.044923,-0.010743,-0.991729,-0.344249,0.941923,0.207526,0.130375,-0.018555,-1.027863,  --- 213.615692
-0.044923,-0.010743,-0.991729,-0.344249,0.941923,0.207526,0.130375,-0.018555,-1.027863,  --- 214.616028
-0.046388,-0.014649,-0.999054,-0.35255,0.938505,0.197272,0.131352,-0.01709,-1.035187,  --- 215.616272
-0.046388,-0.014649,-0.999054,-0.35255,0.938505,0.197272,0.131352,-0.01709,-1.035187,  --- 216.616455
-0.06006,-0.008789,-0.978545,-0.354991,0.928739,0.203131,0.144536,-0.040529,-1.035676,  --- 217.616608
-0.06006,-0.008789,-0.978545,-0.354991,0.928739,0.203131,0.144536,-0.040529,-1.035676,  --- 218.616821
-0.055177,-0.011719,-0.976104,-0.35255,0.93118,0.216803,0.136723,-0.024415,-1.032746,  --- 219.617050
-0.052736,-0.008789,-0.995636,-0.353038,0.936552,0.210944,0.139164,-0.028809,-1.007843,  --- 220.877045
-0.052736,-0.008789,-0.995636,-0.353038,0.936552,0.210944,0.139164,-0.028809,-1.007843,  --- 221.877228
-0.045412,-0.00586,-0.988799,-0.357433,0.935575,0.207526,0.135258,-0.029786,-1.018585,  --- 222.877426
-0.045412,-0.00586,-0.988799,-0.357433,0.935575,0.207526,0.135258,-0.029786,-1.018585,  --- 223.877640
-0.048341,-0.010254,-0.984405,-0.356944,0.925809,0.203131,0.13184,-0.02588,-1.034699,  --- 224.877853
-0.048341,-0.010254,-0.984405,-0.356944,0.925809,0.203131,0.13184,-0.02588,-1.034699,  --- 225.878021
-0.049318,-0.00293,-0.987334,-0.349132,0.930692,0.206061,0.138676,-0.027345,-1.036164,  --- 226.878220
-0.049318,-0.00293,-0.987334,-0.349132,0.930692,0.206061,0.138676,-0.027345,-1.036164,  --- 227.878387
-0.050783,-0.007324,-0.97708,-0.353038,0.921414,0.212897,0.137211,-0.026856,-1.031769,  --- 228.878616
-0.050783,-0.007324,-0.97708,-0.353038,0.921414,0.212897,0.137211,-0.026856,-1.031769,  --- 229.878784
-0.059084,-0.009766,-0.994171,-0.34669,0.935575,0.196295,0.14893,-0.035157,-1.030305,  --- 230.878967
-0.056642,-0.017579,-0.986846,-0.354991,0.921414,0.206549,0.145024,-0.02588,-1.034699,  --- 232.136505
-0.056642,-0.017579,-0.986846,-0.354991,0.921414,0.206549,0.145024,-0.02588,-1.034699,  --- 233.136856
-0.058596,-0.011231,-0.987334,-0.34669,0.93118,0.209967,0.132817,-0.012696,-1.015656,  --- 234.141205
-0.058596,-0.011231,-0.987334,-0.34669,0.93118,0.209967,0.132817,-0.012696,-1.015656,  --- 235.141449
-0.058107,-0.009278,-0.988311,-0.359386,0.916043,0.208991,0.139164,-0.025391,-1.018585,  --- 236.141632
-0.058107,-0.009278,-0.988311,-0.359386,0.916043,0.208991,0.139164,-0.025391,-1.018585,  --- 237.141846
-0.054689,-0.006836,-0.996124,-0.348155,0.95413,0.183111,0.144536,-0.029298,-1.022004,  --- 238.142075
-0.054689,-0.006836,-0.996124,-0.348155,0.95413,0.183111,0.144536,-0.029298,-1.022004,  --- 239.142258
-0.050294,-0.004395,-0.97415,-0.350108,0.922391,0.221198,0.144047,-0.026368,-1.030305,  --- 240.142441
-0.050294,-0.004395,-0.97415,-0.350108,0.922391,0.221198,0.144047,-0.026368,-1.030305,  --- 241.142624
-0.049318,-0.016114,-0.990264,-0.351573,0.93997,0.209967,0.145512,-0.016602,-1.041535,  --- 242.142776
-0.052248,-0.014161,-0.990753,-0.34669,0.928251,0.213385,0.13477,-0.023927,-1.021027,  --- 243.386398
-0.052248,-0.014161,-0.990753,-0.34669,0.928251,0.213385,0.13477,-0.023927,-1.021027,  --- 244.386658
-0.0459,-0.012696,-0.9971,-0.34669,0.952665,0.20069,0.137211,-0.018555,-1.027375,  --- 245.386856
-0.0459,-0.012696,-0.9971,-0.34669,0.952665,0.20069,0.137211,-0.018555,-1.027375,  --- 246.387009
-0.050783,-0.012207,-0.980987,-0.357433,0.932157,0.212409,0.13477,-0.019044,-1.026398,  --- 247.387161
-0.050783,-0.012207,-0.980987,-0.357433,0.932157,0.212409,0.13477,-0.019044,-1.026398,  --- 248.387299
-0.064455,-0.013672,-0.981475,-0.357921,0.944364,0.205084,0.134281,-0.016114,-1.022492,  --- 249.387451
-0.064455,-0.013672,-0.981475,-0.357921,0.944364,0.205084,0.134281,-0.016114,-1.022492,  --- 250.387924
-0.046876,-0.00293,-0.984893,-0.356456,0.936552,0.221198,0.144047,-0.016602,-1.043489,  --- 251.388107
-0.046876,-0.00293,-0.984893,-0.356456,0.936552,0.221198,0.144047,-0.016602,-1.043489,  --- 252.388474
-0.062014,-0.009766,-0.990753,-0.357921,0.928251,0.192877,0.13477,-0.03711,-1.027863,  --- 253.388626
-0.052736,-0.013672,-0.983916,-0.36671,0.930692,0.219733,0.133793,-0.008301,-1.027375,  --- 254.626175
-0.052736,-0.013672,-0.983916,-0.36671,0.930692,0.219733,0.133793,-0.008301,-1.027375,  --- 255.626312
-0.049806,-0.000488,-0.97708,-0.354015,0.935575,0.211432,0.132817,-0.030274,-1.026398,  --- 256.626465
-0.049806,-0.000488,-0.97708,-0.354015,0.935575,0.211432,0.132817,-0.030274,-1.026398,  --- 257.626984
-0.056642,-0.007324,-0.983916,-0.361339,0.930692,0.214362,0.136723,-0.024903,-1.022492,  --- 258.627136
-0.056642,-0.007324,-0.983916,-0.361339,0.930692,0.214362,0.136723,-0.024903,-1.022492,  --- 259.627472
-0.052248,-0.010254,-0.992706,-0.35255,0.933622,0.216315,0.139653,-0.015137,-1.029816,  --- 260.628021
-0.052248,-0.010254,-0.992706,-0.35255,0.933622,0.216315,0.139653,-0.015137,-1.029816,  --- 261.628326
-0.055666,-0.013184,-0.984893,-0.355479,0.925809,0.20069,0.136235,-0.025391,-1.032746,  --- 262.628723
-0.050294,-0.003418,-0.980498,-0.340342,0.935575,0.203619,0.151372,-0.031739,-1.036652,  --- 263.916931
-0.050294,-0.003418,-0.980498,-0.340342,0.935575,0.203619,0.151372,-0.031739,-1.036652,  --- 264.917267
-0.055177,-0.009766,-0.991241,-0.352061,0.920926,0.216803,0.136235,-0.031251,-1.025422,  --- 265.917603
-0.055177,-0.009766,-0.991241,-0.352061,0.920926,0.216803,0.136235,-0.031251,-1.025422,  --- 266.918060
-0.046876,-0.016114,-0.994171,-0.346202,0.929716,0.203619,0.137699,-0.027345,-1.033234,  --- 267.918396
-0.046876,-0.016114,-0.994171,-0.346202,0.929716,0.203619,0.137699,-0.027345,-1.033234,  --- 268.918762
-0.041993,-0.00586,-0.990264,-0.349132,0.918485,0.211432,0.12598,-0.019532,-1.030305,  --- 269.919098
-0.041993,-0.00586,-0.990264,-0.349132,0.918485,0.211432,0.12598,-0.019532,-1.030305,  --- 270.919464
-0.050783,-0.016114,-1.007355,-0.359386,0.935087,0.214362,0.131352,-0.023438,-1.046418,  --- 271.919830
-0.050783,-0.016114,-1.007355,-0.359386,0.935087,0.214362,0.131352,-0.023438,-1.046418,  --- 272.920258
-0.059084,-0.005371,-0.988311,-0.348155,0.93704,0.198248,0.146977,-0.03711,-1.035187,  --- 273.920624
-0.059084,-0.005371,-0.988311,-0.348155,0.93704,0.198248,0.146977,-0.03711,-1.035187,  --- 275.189362
-0.055177,-0.008301,-0.994659,-0.358409,0.929227,0.21192,0.138188,-0.017579,-1.039582,  --- 276.189575
-0.041017,-0.014649,-0.987823,-0.345714,0.950224,0.214362,0.134281,-0.025391,-1.041535,  --- 277.189789
-0.041017,-0.014649,-0.987823,-0.345714,0.950224,0.214362,0.134281,-0.025391,-1.041535,  --- 278.190033
-0.06299,-0.00293,-0.982451,-0.347178,0.926786,0.222663,0.140629,-0.030763,-1.027375,  --- 279.190247
-0.06299,-0.00293,-0.982451,-0.347178,0.926786,0.222663,0.140629,-0.030763,-1.027375,  --- 280.190491
-0.059084,0.000977,-0.986846,-0.351085,0.941435,0.21485,0.141118,-0.025391,-1.038117,  --- 281.190704
-0.059084,0.000977,-0.986846,-0.351085,0.941435,0.21485,0.141118,-0.025391,-1.038117,  --- 282.190918
-0.066897,-0.009278,-0.978545,-0.351573,0.927274,0.206061,0.138188,-0.021973,-1.035676,  --- 283.191223
-0.066897,-0.009278,-0.978545,-0.351573,0.927274,0.206061,0.138188,-0.021973,-1.035676,  --- 284.191437
-0.051271,-0.001953,-0.993194,-0.365245,0.946318,0.22071,0.139164,-0.032716,-1.034211,  --- 285.191620
-0.051271,-0.013672,-0.984405,-0.355968,0.924833,0.215339,0.12891,-0.016114,-1.032746,  --- 286.520691
-0.051271,-0.013672,-0.984405,-0.355968,0.924833,0.215339,0.12891,-0.016114,-1.032746,  --- 287.520966
-0.052736,-0.011719,-0.993682,-0.356456,0.93704,0.22071,0.149419,-0.028809,-1.051301,  --- 288.521149
-0.052736,-0.011719,-0.993682,-0.356456,0.93704,0.22071,0.149419,-0.028809,-1.051301,  --- 289.521423
-0.044435,-0.003418,-0.987823,-0.354015,0.936552,0.219733,0.142094,-0.029786,-1.032746,  --- 290.521851
-0.044435,-0.003418,-0.987823,-0.354015,0.936552,0.219733,0.142094,-0.029786,-1.032746,  --- 291.522064
-0.046876,-0.000977,-0.983428,-0.355968,0.924344,0.202643,0.135258,-0.027833,-1.021515,  --- 292.522278
-0.046876,-0.000977,-0.983428,-0.355968,0.924344,0.202643,0.135258,-0.027833,-1.021515,  --- 293.522461
-0.064943,0.000977,-0.991729,-0.360851,0.93411,0.212409,0.145024,-0.026368,-1.030793,  --- 294.522675
-0.064943,0.000977,-0.991729,-0.360851,0.93411,0.212409,0.145024,-0.026368,-1.030793,  --- 295.522888
-0.057619,-0.000977,-0.980987,-0.363292,0.944364,0.20069,0.135258,-0.020997,-1.02884,  --- 296.523071
-0.051271,0.002441,-0.986358,-0.355968,0.935087,0.207526,0.141118,-0.028809,-1.038117,  --- 297.767151
-0.051271,0.002441,-0.986358,-0.355968,0.935087,0.207526,0.141118,-0.028809,-1.038117,  --- 298.767395
-0.055177,-0.006836,-0.996124,-0.356456,0.917508,0.217292,0.136723,-0.029298,-1.021515,  --- 299.767578
-0.055177,-0.006836,-0.996124,-0.356456,0.917508,0.217292,0.136723,-0.029298,-1.021515,  --- 300.767761
-0.067385,-0.001953,-0.971709,-0.34962,0.936063,0.20069,0.133305,-0.02588,-1.018585,  --- 301.767914
-0.067385,-0.001953,-0.971709,-0.34962,0.936063,0.20069,0.133305,-0.02588,-1.018585,  --- 302.768066
-0.056154,-0.003906,-0.981963,-0.356944,0.93118,0.207037,0.139653,-0.022462,-1.034211,  --- 303.768219
-0.056154,-0.003906,-0.981963,-0.356944,0.93118,0.207037,0.139653,-0.022462,-1.034211,  --- 304.768372
-0.056642,-0.006836,-0.981475,-0.348643,0.925809,0.204596,0.133793,-0.021973,-1.024933,  --- 305.768555
-0.056642,-0.006836,-0.981475,-0.348643,0.925809,0.204596,0.133793,-0.021973,-1.024933,  --- 306.768677
-0.063478,-0.010254,-0.994659,-0.360362,0.93118,0.210944,0.129887,-0.014649,-1.021515,  --- 307.768829
-0.062014,-0.011719,-0.978057,-0.365245,0.930692,0.209967,0.146,-0.036134,-1.028351,  --- 309.052399
-0.062014,-0.011719,-0.978057,-0.365245,0.930692,0.209967,0.146,-0.036134,-1.028351,  --- 310.052612
-0.041505,-0.004395,-0.980498,-0.354015,0.928251,0.198736,0.144536,-0.024903,-1.028351,  --- 311.052795
-0.041505,-0.004395,-0.980498,-0.354015,0.928251,0.198736,0.144536,-0.024903,-1.028351,  --- 312.052979
-0.055666,-0.016602,-0.969756,-0.354991,0.936552,0.219733,0.142582,-0.029298,-1.043,  --- 313.053192
-0.055666,-0.016602,-0.969756,-0.354991,0.936552,0.219733,0.142582,-0.029298,-1.043,  --- 314.053345
-0.045412,-0.013184,-0.986358,-0.360851,0.933622,0.19776,0.147954,-0.031739,-1.04007,  --- 315.053711
-0.045412,-0.013184,-0.986358,-0.360851,0.933622,0.19776,0.147954,-0.031739,-1.04007,  --- 316.053864
-0.050294,-0.013184,-0.9971,-0.34962,0.929716,0.21192,0.140141,-0.021485,-1.024933,  --- 317.054108
